用户号,产品名称,推荐指数
10257,金星秀：冯小刚金星现场“轧戏”,1.46787910699
10257,CODE GEASS 反叛的鲁路修,1.44142249199
10257,舞法天女朵法拉,1.43987640346
10257,中国新歌声 第二季：导师混战开启 扎西平措唱响雪域天籁,1.43179106322
10257,非诚勿扰：大哥戴大金戒指为显示身份,1.4311715814
10939,青蛙王国冰冻大冒险,1.73762291037
10939,五彩缤纷的旅途：柬埔寨失落的神庙,1.6998780775
10939,小学语文一年级：小母鸡种稻子,1.66129312054
10939,高能少年团：王俊凯玩跳楼机超淡定,1.65779754791
10939,万象：大象妈妈,1.65131653343
10939,舌尖上的中国Ⅱ？脚步,1.64313156263
10939,神兽金刚,1.63778177738
10939,碟中谍3,1.62832490186
10939,天亮之前,1.62721715588
10939,档案：李小龙,1.62173644725
10960,我的前半生,0.841399886987
10960,蛇胆雄威,0.841399886987
10960,好先生,0.841399886987
10960,人文地理：骑行远方,0.829115140645
10960,咱们结婚吧,0.829115140645
10960,朗读者：赵文？回忆爱猫落泪,0.829115140645
10960,警察锅哥,0.829115140645
10960,门徒,0.803754068653
10960,哆啦A梦：新？大雄的日本诞生,0.786306548966
10960,铁拳：X男,0.779782609712
11084,72家房客：瘦马计划,0.660683886897
11084,雅罗斯拉夫：千年记忆,0.660683886897
11084,魔戒3：国王归来,0.660683886897
11084,伦敦直播：凯蒂？佩里,0.649723056858
11084,海底小纵队,0.641880924859
11084,天生是优我：收官！少女团逆袭出道,0.629055078986
11084,行走的筷子承德篇：八沟古镇里的美食,0.620451332926
11084,哈利？波特与死亡圣器,0.612152833174
11084,熊熊乐园,0.608548109477
11084,外来媳妇本地郎：直播吃饭,0.608457113981
11098,儿行千里：何炅带你揭秘最牛家风,7.99127989007
11098,我们停战吧,7.92155351614
11098,辛巴达历险记2,7.83742072143
11098,钟馗伏魔：雪妖魔灵,7.79734310419
11098,谭咏麟-爱的根源演唱会,7.79721852711
11098,五彩缤纷的旅途：柬埔寨失落的神庙,7.79397380082
11098,猩球崛起2：黎明之战,7.7663665537
11098,豪华爱漫游：法属波利尼西亚,7.75579976501
11098,繁星四月,7.75130114011
11098,贝肯熊,7.75029208389
10429,豪华爱漫游：法属波利尼西亚,6.47425868323
10429,谭咏麟-爱的根源演唱会,6.41223036072
10429,古代世界,6.37167831497
10429,音乐大师课,6.34160419526
10429,我去世的吃醋女友,6.33158065241
10429,慕尼黑,6.32077952805
10429,我们停战吧,6.31362004861
10429,跨界歌王 第二季：江珊母女同框获歌王,6.30489980047
10429,艺术家,6.30224124913
10429,儿行千里：何炅带你揭秘最牛家风,6.29922930079
11067,破冰船,12.5148820939
11067,星际穿越,12.4523508592
11067,爱情保卫战：我受够了这种无声的生活,12.3928088935
11067,八九不离十,12.3185280665
11067,一个人的武林,12.3110344176
11067,鲛珠传,12.3107769955
11067,喜羊羊之深海历险记,12.2521841029
11067,丧子疑云,12.2075750241
11067,杂警奇兵,12.1817639199
11067,时代：家在内蒙古,12.1761926451
11087,我去世的吃醋女友,7.07753878477
11087,艺术家,7.07613632756
11087,丧子疑云,7.05943718178
11087,末日浩劫,7.01350867285
11087,道格拉：吸血鬼,6.98461917319
11087,惊悚之屋：地狱之门,6.98350414451
11087,我们停战吧,6.97910182663
11087,笑声传奇：百变蔡明化身猫女王,6.9750219283
11087,愤怒的小鸟之猪猪传 第一季,6.95616347097
11087,慕尼黑,6.9412094795
10954,儿行千里：何炅带你揭秘最牛家风,6.40491350656
10954,我去世的吃醋女友,6.39956976068
10954,艺术家,6.39168687459
10954,名利场,6.36076163401
10954,北京爱情故事,6.35256975252
10954,极速前进 第四季：潜水女神贾静雯,6.3455964674
10954,飞刀又见飞刀,6.31398672829
10954,西游记,6.31069701031
10954,破冰船,6.29978894972
10954,怪兽大学,6.2987970533
10085,窈窕绅士,1.71395903779
10085,在下坂本，有何贵干？,1.69379467885
10085,武林外传,1.68803852286
10085,时代：家在内蒙古,1.68703957555
10085,笑声传奇：百变蔡明化身猫女王,1.68664712506
10085,朗读者：张小娴分享爱情保鲜秘籍,1.68313359625
10085,怒放,1.67357415532
10085,辛巴达历险记2,1.67076528794
10085,我是未来：SNH48示爱张绍刚？,1.66598703346
10085,霍比特人：五军之战,1.66580566344
10814,伪装天使,5.52323569568
10814,在下坂本，有何贵干？,5.40072491445
10814,骇客时空,5.39441214578
10814,时代：家在内蒙古,5.38303473026
10814,霍比特人：五军之战,5.37653668881
10814,生死拳,5.37593946398
10814,一条狗的使命,5.36085171449
10814,不期而遇,5.36073410964
10814,冲锋车,5.35702481474
10814,仙剑奇侠传三,5.33726063404
10209,五彩缤纷的旅途：柬埔寨失落的神庙,5.67026547701
10209,轻睐宣传片,5.43135565069
10209,我们相爱吧之爱有天意：吴昕潘玮柏初见,5.39782897551
10209,极限挑战之皇家宝藏,5.36542923447
10209,夏威夷空中营救,5.35004876079
10209,舌尖上的中国Ⅱ？脚步,5.30709661756
10209,隐私保险箱,5.30041713044
10209,繁星四月,5.27742688272
10209,霍比特人：五军之战,5.27612206851
10209,天亮之前,5.26732972855
11314,我的前半生,0.5
11314,我们来了 第二季：陈妍希携吴秀波唱情歌,0.5
11314,快乐的旅行 第一季,0.5
11314,愤怒,0.5
11314,音乐大师课,0.5
11314,围棋课堂,0.5
11314,机械战警,0.5
11314,爱上大明星,0.5
11314,宝贝快跑,0.5
11314,爱情保卫战：男友瞒女友为女同事买包,0.5
11120,豪华爱漫游：法属波利尼西亚,0.69465064019
11120,钢铁侠3,0.684406915604
11120,谭咏麟-爱的根源演唱会,0.674847056116
11120,坦坦小动员 第二季,0.641024247737
11120,秒速5厘米,0.634039037235
11120,浪花一朵朵,0.632167716779
11120,饼干警长,0.629721525298
11120,侏罗纪公园3,0.624834145156
11120,热血军旗,0.614075523214
11120,拳王阿里,0.613389175652
10675,挑战者联盟 第三季：魏晨遭队友无视险暴走,6.98854837191
10675,猩球崛起2：黎明之战,6.92055056931
10675,林海雪原,6.87886320075
10675,射雕英雄传,6.8590679201
10675,豪华爱漫游：法属波利尼西亚,6.82301788845
10675,垃圾工,6.80381597182
10675,钟馗伏魔：雪妖魔灵,6.80063761745
10675,圣诞老人2,6.77971076092
10675,疯狂小糖,6.76537552153
10675,超级飞侠3,6.74413188783
10138,来吧冠军 第二季：奥尼尔表白Baby 郑恺“卖”友求锦囊,4.32896629961
10138,时代：疯狂摄影师？心之极,4.32896629961
10138,巴啦啦小魔仙音符之谜,4.32896629961
10138,我想和你唱 第二季：韩磊现场尬舞小歌迷,4.32896629961
10138,黄飞鸿之英雄有梦,4.32896629961
10138,爱爱?迨？高清),4.32896629961
10138,择天记,4.32896629961
10138,出关,4.32896629961
10138,圣斗士星矢,4.32896629961
10138,万万没想到,4.32896629961
10782,时代：家在内蒙古,24.3542804405
10782,末日浩劫,24.2335425742
10782,爱情保卫战：结婚12年现实版“虎妈猫爸”,24.2298075769
10782,道格拉：吸血鬼,24.2185515745
10782,潘磕惺康第二季,24.2129630487
10782,味道中国,24.1813426889
10782,我们停战吧,24.1801038637
10782,寰宇视野：非洲最致命动物-致命武器,24.1798204958
10782,繁星四月,24.147805096
10782,27套礼服,24.1320659197
10170,钟馗伏魔：雪妖魔灵,0.625028531155
10170,豪华爱漫游：法属波利尼西亚,0.60271622998
10170,你的名字,0.596682718923
10170,极限挑战 第二季20160710期,0.590410912088
10170,疯狂动物城,0.588538565801
10170,来自天堂的航班,0.588411111179
10170,谭咏麟-爱的根源演唱会,0.5875986139
10170,秒速5厘米,0.585817634764
10170,黑子的篮球总集篇第一部：影与光,0.584891744731
10170,《今天我上线》北回归线上的瑰丽翡翠,0.57902118795
10931,特别呈现：熊猫宝宝,1.82950133329
10931,至美人间,1.73230440668
10931,了不起的孩子 第二季：大S和仔仔世纪同台,1.69164632411
10931,秦时丽人明月心,1.69164632411
10931,偷天换日,1.66457497099
10931,反恐特战队之猎影,1.65034813645
10931,捷德奥特曼,1.62865383282
10931,雷神2：黑暗世界,1.62213814322
10931,非诚勿扰：最帅机长丑拒终选区女生,1.62060690697
10931,真相：大云寺地宫密码,1.61932706817
10993,超级玛丽的世界,0.895225333972
10993,哈利波特消失的密室,0.869583867946
10993,幻影车神3,0.844896574832
10993,跨界喜剧王 第二季：王博文玩穿越尬舞 谢园梁天加盟,0.844896574832
10993,龙珠Z：复活的弗利萨,0.844896574832
10993,真相：魅力津巴布韦,0.844896574832
10993,特别呈现：声音传奇,0.844896574832
10993,变身超人(陈柏霖变身下岗?潘砍？？,0.844896574832
10993,果宝特攻2,0.844896574832
10993,初代吸血鬼 第一季,0.821527614736
11270,射雕英雄传,11.0321581033
11270,道格拉：吸血鬼,11.0318276287
11270,贝肯熊,10.9892154911
11270,谭咏麟-爱的根源演唱会,10.9702868633
11270,慕尼黑,10.9456285184
11270,小兔班弟,10.926524179
11270,儿行千里：何炅带你揭秘最牛家风,10.8763851951
11270,音悦V榜内地：李荣浩《有理想》无悬念登榜,10.8648246899
11270,末日浩劫,10.8526146381
11270,疯狂小糖,10.8524290621
10148,儿行千里：何炅带你揭秘最牛家风,2.55991443632
10148,慕尼黑,2.55771323155
10148,末日浩劫,2.55545467029
10148,豪华爱漫游：法属波利尼西亚,2.51545266084
10148,挑战者联盟 第三季：各路唱将燃爆收官现场,2.49904910538
10148,跨界歌王 第二季：江珊母女同框获歌王,2.49263048654
10148,钟馗伏魔：雪妖魔灵,2.48229818817
10148,谭咏麟-爱的根源演唱会,2.47633578734
10148,阿嬷的梦中情人,2.47556165328
10148,我的老爸是奇葩,2.47363097164
11299,慕尼黑,1.17733474458
11299,艺术家,1.17674778816
11299,极速前进 第四季：潜水女神贾静雯,1.16136759104
11299,我们停战吧,1.14203640244
11299,中国金融科技创客大赛宣传片,1.12880909066
11299,倾世皇妃,1.12219469852
11299,生化危机2：启示录,1.10700839706
11299,我们的爱,1.10104667417
11299,挑战者联盟 第三季：魏晨遭队友无视险暴走,1.09054458181
11299,棉花糖和云朵妈妈,1.09015290949
10966,霍比特人：五军之战,11.0944414641
10966,真相：山野救援队,11.0171203814
10966,中餐厅：张亮展厨艺圈粉周冬雨,10.9593133833
10966,通天狄仁杰,10.9019253668
10966,生死拳,10.8977349992
10966,鲛珠传,10.8795248221
10966,机动部队-警例,10.8700395459
10966,都市笑口组：乌龙衙门荒唐事,10.8679518948
10966,万象：大象妈妈,10.8304509829
10966,英皇芭蕾舞小公主选举,10.8201183812
10155,我心雀跃,5.92654316408
10155,hold住爱,5.34472649806
10155,寰宇视野：花豹一家的秘密生活,5.25548366841
10155,野外独游：塔尼娅？斯特里特，艾米？威廉姆斯荒野独行,5.24391980612
10155,京剧猫,5.24210141536
10155,讲古：惠来海角甘泉,5.24210141536
10155,金星秀：金星追问邓紫棋爱情史,5.24210141536
10155,星原小宝,5.24021961584
10155,超能太阳鸭(废柴?迕饶嫦？愿信？？,5.23934993085
10155,虎胆龙威2,5.23375745631
10847,梦幻佳期,1.45699106939
10847,我们来了 第二季：关之琳蒋欣领衔女神团长城走秀,1.45699106939
10847,超级飞侠,1.45699106939
10847,金星秀：小南爆料-金星羞于启齿的暗恋,1.45699106939
10847,蜘蛛侠1,1.45699106939
10847,平凡岁月,1.45699106939
10847,自然：生命之旅-地位之争,1.45699106939
10847,极限挑战 第三季：张艺兴变人肉轮盘,1.45699106939
10847,迷,1.45699106939
10847,源代码,1.45699106939
11002,黑夜传说4,10.2252361454
11002,骇客时空,10.0671501038
11002,老爸当家,10.0586077067
11002,道格拉：吸血鬼,10.0521884164
11002,人文地理：天路故事,10.0516122722
11002,豪华爱漫游：法属波利尼西亚,10.0477923745
11002,非诚勿扰：“电竞吴克群”上线 现场合唱嘻哈陷尴尬,10.0338898731
11002,不期而遇,10.0297441847
11002,米奇妙妙屋第一季,10.01963758
11002,音悦V榜内地：李荣浩《有理想》无悬念登榜,10.0186954151
10448,72家房客：后窗情事,2.32035839921
10448,人文地理：美丽西江,2.29882365683
10448,101斑点狗2伦敦大冒险,2.29566526327
10448,贝肯熊,2.28754563225
10448,我们来了 第二季：关之琳重现最美十三姨,2.28240739221
10448,哆啦A梦：伴我同行,2.27531040867
10448,钢铁侠3,2.27378794683
10448,神枪手,2.26960799214
10448,艺术家,2.26785130153
10448,泰坦尼克号,2.26363381981
10965,十二道锋味 第三季：阮经天霆锋逛泰国市场秒变家庭主男,0.606488911072
10965,挑战者联盟 第三季：陈学冬彭小苒互怼飙泪,0.606488911072
10965,今晚80后脱口秀：谢谢你的爱-致粉丝,0.606488911072
10965,超能太阳鸭,0.606488911072
10965,音悦V榜欧美：特别推荐Max Schneider新歌《Wrong》,0.606488911072
10965,机动战士钢弹UC,0.606488911072
10965,陪安东尼度过漫长岁月,0.606488911072
10965,乡村爱情故事6,0.606488911072
10965,辛普森一家 第28季,0.563083463371
10965,哈尔的移动城堡,0.53790043729
11183,非诚勿扰：颜控男整容前后大对比,5.0329079274
11183,十二道锋味 第三季：张曼玉综艺首秀 骑谢霆锋肩头圆涂鸦梦,5.0329079274
11183,逆时营救,5.0329079274
11183,寻人大师,5.0329079274
11183,自然：深海猎豹,5.0329079274
11183,奔跑吧：鹿晗三抱热巴羡煞跑男团,5.0329079274
11183,曼谷重击,4.98033397369
11183,老公们的私房钱,4.97465582789
11183,印度超人,4.93278791827
11183,赌城群英会,4.89182332223
10947,飙风特警,1.14604943283
10947,香港厨神,1.14604943283
10947,年代秀：两小鲜肉方言朗诵画风清奇,1.14604943283
10947,洗罪,1.14604943283
10947,大耳朵图图彩色小世界,1.14604943283
10947,大力神重生,1.14604943283
10947,小马宝莉中文版,1.14604943283
10947,与君相恋100次,1.14604943283
10947,人间大炮,1.14604943283
10947,一路惊喜,1.14181850655
10319,那年花开月正圆,2.57870073752
10319,喜羊羊之智趣羊学堂,2.43389046722
10319,秋收起义,2.43389046722
10319,星光大道：父亲自愧对女儿疏于陪伴,2.43389046722
10319,哈利波特6：混血王子的背叛,2.43389046722
10319,极地大反攻,2.43389046722
10319,快手枪手快枪手,2.43389046722
10319,夏至未至,2.43389046722
10319,机械师,2.43389046722
10319,我们来了 第二季：沈梦辰跳秧歌秀广场舞,2.43389046722
10738,豪华爱漫游：法属波利尼西亚,2.848258507
10738,怪兽大学,2.82596662523
10738,我们停战吧,2.81787458921
10738,饼干警长,2.81481042065
10738,末日浩劫,2.81232595639
10738,人文地理：天路故事,2.81140453142
10738,钢铁侠3,2.80549379773
10738,谭咏麟-爱的根源演唱会,2.79741800349
10738,今晚80后脱口秀：看好你的钱,2.78965953555
10738,甜果课堂时刻第1期-可爱的鸵鸟,2.78902140964
11005,梦想召唤王,2.01310905783
11005,三生三世十里桃花,1.99928852007
11005,开讲啦：苏权科,1.99928852007
11005,熊出没之环球大冒险,1.99928852007
11005,贫民窟的百万富翁,1.99928852007
11005,巧虎来啦,1.99928852007
11005,青衣小怪物,1.99928852007
11005,木乃伊2,1.99928852007
11005,烹饪的艺术：芥末鸡和脆能多益饼干,1.99928852007
11005,建国大业,1.99928852007
11094,十二道锋味 第三季：谢霆锋守候极光 萧敬腾秒变雪孩子,9.66597370758
11094,查理和巧克力工厂,9.40564879554
11094,小公主苏菲亚2,9.40478001834
11094,地狱男爵2：黄金军团,9.40312188036
11094,特别呈现：超级工程Ⅱ-中国路,9.23579083859
11094,发现：国家宝藏？塔尖上的国宝,9.17896061212
11094,音悦V榜欧美：新歌老歌对半分,9.14420344108
11094,大秦帝国之崛起,9.14098980318
11094,哈利波特7：死亡圣器,9.136270494
11094,航海王：黄金岛的冒险,9.10273157663
10281,繁星四月,5.77435615959
10281,中餐厅：黄晓明出游玩“失踪”,5.73870467074
10281,欢乐颂2,5.71688377184
10281,梦幻飞琴,5.70478501556
10281,辛巴达历险记2,5.70135808769
10281,五彩缤纷的旅途：柬埔寨失落的神庙,5.68490743962
10281,全能?灏？高清),5.6613913036
10281,神兽金刚,5.6491829269
10281,十万伙急,5.6405793122
10281,朗读者：张小娴分享爱情保鲜秘籍,5.63837462402
10999,收规华,6.83021910288
10999,大灌篮,6.70681646715
10999,我们家的微幸福生活,6.70438804395
10999,小屁孩日记,6.6553386693
10999,高能少年团：王俊凯董子健变带刀侍卫,6.57660198849
10999,垃圾工,6.56635640961
10999,横冲直撞好莱坞,6.56270214578
10999,儿行千里：钱永刚分享家风故事,6.55001722447
10999,聪明伦文叙,6.54729974628
10999,猪猪侠之变身小英雄,6.50829553571
10891,变形金刚之动力战士,0.522677683368
10891,中国新歌声 第二季：张婉清红酒嗓再现经典,0.520566445885
11041,我们停战吧,2.31133960647
11041,儿行千里：何炅带你揭秘最牛家风,2.29631605
11041,变形金刚3,2.29213861527
11041,北京爱情故事,2.29150758347
11041,中餐厅：黄晓明出游玩“失踪”,2.28194158501
11041,怪兽大学,2.28044374683
11041,致命ID,2.27866900465
11041,无人区,2.27866900465
11041,小森林：冬篇,2.2753789823
11041,完美音调2,2.26580613032
11207,艺术家,5.63284330456
11207,谭咏麟-爱的根源演唱会,5.62092280146
11207,麻雀,5.60077287434
11207,大秦帝国之崛起,5.59857261639
11207,黑夜传说4,5.59837001793
11207,超级飞侠3,5.59820367859
11207,盗梦空间,5.58243890438
11207,猪猪侠之变身战队,5.57810076306
11207,最新命令,5.5750226572
11207,异次元杀阵,5.57396810465
10382,怪兽大学,4.28663419385
10382,天空之眼,4.28091231632
10382,繁星四月,4.2644758691
10382,极速前进 第四季：潜水女神贾静雯,4.26411477351
10382,人文地理：明月出天山,4.25571651159
10382,艺术家,4.25231282588
10382,我们停战吧,4.25095328836
10382,惩罚者2：战争特区,4.24113890023
10382,变形金刚3,4.23486657927
10382,魔兽,4.23389630097
10962,今晚80后脱口秀：看好你的钱,2.4914374678
10962,了不起的孩子 第二季：偶像男团遭谢依霖现场疯狂表白,2.48288732031
10962,汽车人总动员,2.48110893542
10962,人文地理：天路故事,2.47955548781
10962,怪兽大学,2.45866934783
10962,亲爱的,2.45769688216
10962,奔跑吧：热巴林依晨变暴力姐妹花,2.45769688216
10962,非你莫属：涂磊成“坏人”,2.45769688216
10962,金星秀：老徐分享恋人相处秘诀,2.45769688216
10962,了不起的孩子 第二季：东北萌娃搞笑竟惹哭全场,2.45769688216
11292,我们来了 第二季：唐艺昕陈妍希玩亲亲,3.17072390923
11292,百万金臂,2.60438653708
11292,高能少年团：王俊凯秀格斗术,2.56981165092
11292,小猪佩奇 第五季,2.56070292965
11292,高效环保机器大赛,2.55611343262
11292,了不起的孩子 第二季：谢依霖吐槽杨幂？,2.55611343262
11292,美国骗局,2.55611343262
11292,蒙面唱将猜猜猜 第二季：胡彦斌遭Ella逼问恋情,2.55611343262
11292,精灵梦叶罗丽2,2.55611343262
11292,消防员,2.55611343262
10076,艺术家,22.0514797643
10076,谭咏麟-爱的根源演唱会,22.0352351989
10076,道格拉：吸血鬼,21.9358562029
10076,我的老爸是奇葩,21.8208412828
10076,生化危机2：启示录,21.7718635273
10076,青蛙王国冰冻大冒险,21.6767836859
10076,越狱 第四季,21.6693141841
10076,新水浒传,21.6596628399
10076,挑战者联盟 第三季：各路唱将燃爆收官现场,21.6548996913
10076,梦幻飞琴,21.6432974705
10860,我的前半生,2.51646444582
10860,好先生,2.51646444582
10860,蛇胆雄威,2.51646444582
10860,中国新歌声 第二季：导师混战开启 扎西平措唱响雪域天籁,2.51078467581
10860,熊出没之奇幻空间,2.50817513198
10860,魔卡少女樱,2.5057688425
10860,金星秀：冯小刚金星现场“轧戏”,2.50386003259
10860,窈窕绅士,2.49833059717
10860,蜡笔小新 第五季,2.49158360285
10860,副作用,2.47531619971
11080,美国队长3,11.9888128572
11080,唐人街探案,11.9488068991
11080,曼谷重击,11.9118819978
11080,宫锁沉香,11.8849337632
11080,别让我看见,11.8664876209
11080,我们相爱吧之爱有天意：潘玮柏单膝跪地表白,11.8664876209
11080,猪猪侠守卫者联盟,11.8664876209
11080,蝙蝠侠之永远的蝙蝠侠,11.8664876209
11080,绿巨人,11.8664876209
11080,24号储藏室,11.8664876209
11101,青蛙王国冰冻大冒险,3.51073526303
11101,小学语文一年级：小母鸡种稻子,3.49709312104
11101,潘磕惺康第二季,3.45585803042
11101,惩罚者2：战争特区,3.45552079339
11101,浪花一朵朵,3.44095459809
11101,天空之眼,3.43913368037
11101,虎胆龙威,3.43320056111
11101,星球大战：原力觉醒,3.43263936344
11101,钟馗伏魔：雪妖魔灵,3.42955604128
11101,谭咏麟-爱的根源演唱会,3.42880616875
10850,2017出彩中国人：蔡国庆喜得千金升级当爸,0.879047866569
10850,星河战队：入侵,0.870535270326
10850,汽车人总动员,0.861903023279
10850,了不起的孩子 第二季：偶像男团遭谢依霖现场疯狂表白,0.861058765896
10850,爱情公寓三,0.859240766079
10850,来吧兄弟：潘玮柏上演“泳池婚礼”,0.859240766079
10850,迈阿密风云,0.859240766079
10850,栀子花开,0.859240766079
10850,变形金刚,0.859240766079
10850,大人物,0.859240766079
10018,人文地理：明月出天山,5.30560923678
10018,高能少年团：王俊凯玩跳楼机超淡定,5.19430322417
10018,五彩缤纷的旅途：柬埔寨失落的神庙,5.18156869163
10018,辛巴达历险记2,5.11547148947
10018,夏威夷空中营救,5.10389257682
10018,非诚勿扰：播音出身爱挑刺 孟非威胁别找茬,5.09909576657
10018,小学语文一年级：小母鸡种稻子,5.08863955997
10018,繁星四月,5.07190545369
10018,笑声传奇：百变蔡明化身猫女王,5.06034360181
10018,猪猪侠超星萌宠,5.05835199772
11096,饼干警长,1.08170408566
11096,钟馗伏魔：雪妖魔灵,1.07097237895
11096,谭咏麟-爱的根源演唱会,1.06890498339
11096,罗密欧与朱丽叶,1.01854661206
11096,钢铁侠3,1.01088350248
11096,坦坦小动员 第二季,0.993834325259
11096,慕尼黑,0.99031033108
11096,拳王阿里,0.985711595474
11096,阿嬷的梦中情人,0.984764306722
11096,寰宇视野：感官奥秘-味觉和嗅觉,0.983543287972
10396,一路惊喜,0.737729509045
10396,飞屋环游记,0.737729509045
10396,副作用,0.737729509045
10396,如意酷宝之小神羊,0.737729509045
10396,飞机总动员2,0.709474429763
10396,哈利？波特与死亡圣器,0.705083216162
10396,熟悉的味道 第二季：偷懒小王子上线 苏有朋花式甩锅,0.69761030042
10396,风之谷,0.696002898806
10396,花咒,0.692659817175
10396,托马斯和他的朋友们 第十一季,0.690044263196
11085,石破天惊,2.05794769422
11085,欢乐喜剧人 第三季：“德云贵妃”比美宋小宝,2.05279250459
11085,中国新歌声 第二季：组内赛 子子张杰演绎绝美恋情,2.04168925243
11085,野外独游：塔尼娅？斯特里特，艾米？威廉姆斯荒野独行,2.02866162707
11085,豪华爱漫游：新西兰南岛,2.02847917327
11085,奔跑吧：热巴林依晨变暴力姐妹花,2.02584355248
11085,爱情保卫战：结婚12年现实版“虎妈猫爸”,2.02584355248
11085,可可小爱,2.02584355248
11085,悬崖上的金鱼姬,2.02584355248
11085,花木兰2,2.02584355248
11156,定制伴郎,0.941071085302
11156,影子超人,0.936279333417
11156,单身男女,0.936279333417
11156,封神榜,0.936279333417
11156,天使的城,0.936279333417
11156,鸽之翼,0.936279333417
11156,莫妮卡,0.936279333417
